,Prognozuojamas nacionalinis elektros energijos suvartojimas,Planuojamas nacionalinis elektros energijos suvartojimas,Faktinis nacionalinis Elektros energijos vartojimas
2023-08-22 10:00:00,1527,1523.612,1449.011
2023-08-22 11:00:00,1536,1552.47,1423.404
2023-08-22 12:00:00,1529,1664.77,1441.609
2023-08-22 13:00:00,1530,1719.77,1478.351
2023-08-22 14:00:00,1508,1702.27,1467.982
2023-08-22 15:00:00,1485,1599.67,1440.021
2023-08-22 16:00:00,1463,1546.37,1423.76
2023-08-22 17:00:00,1443,1470.57,1416.187
2023-08-22 18:00:00,1444,1431.27,1428.88
2023-08-22 19:00:00,1434,1356.27,1417.121
2023-08-22 20:00:00,1426,1358.77,1428.179
2023-08-22 21:00:00,1421,1368.67,1422.81
2023-08-22 22:00:00,1320,1215.97,1288.62
2023-08-22 23:00:00,1188,1085.87,1163.902
2023-08-23 00:00:00,1092,1003.87,1089.673
2023-08-23 01:00:00,1042,938.57,1042.736
2023-08-23 02:00:00,1013,930.47,1021.523
2023-08-23 03:00:00,1001,926.17,1005.627
2023-08-23 04:00:00,1007,925.47,1006.294
2023-08-23 05:00:00,1045,952.17,1045.456
2023-08-23 06:00:00,1180,1053.57,1186.756
2023-08-23 07:00:00,1341,1272.97,1319.022
2023-08-23 08:00:00,1463,1449.07,1435.218
2023-08-23 09:00:00,1510,1530.67,1448.415
2023-08-23 10:00:00,1505,1553.47,1442.735
2023-08-23 11:00:00,1505,1582.97,1437.629
2023-08-23 12:00:00,1501,1648.97,1492.861
2023-08-23 13:00:00,1511,1670.17,1521.942
2023-08-23 14:00:00,1493,1643.87,1498.784
2023-08-23 15:00:00,1480,1553.57,1452.274
2023-08-23 16:00:00,1464,1495.57,1384.238
2023-08-23 17:00:00,1447,1478.17,1347.99
2023-08-23 18:00:00,1447,1424.47,1350.253
2023-08-23 19:00:00,1434,1386.47,1389.218
2023-08-23 20:00:00,1424,1296.37,1410.401
2023-08-23 21:00:00,1418,1325.67,1407.96
2023-08-23 22:00:00,1317,1233.37,1288.075
2023-08-23 23:00:00,1183,1104.47,1161.203
2023-08-24 00:00:00,1086,1042.17,1081.378
2023-08-24 01:00:00,1034,993.07,1028.161
2023-08-24 02:00:00,1007,962.97,1007.169
2023-08-24 03:00:00,998,939.97,1001.564
2023-08-24 04:00:00,1004,942.37,1002.882
2023-08-24 05:00:00,1043,985.77,1048.218
2023-08-24 06:00:00,1185,1083.17,1191.379
2023-08-24 07:00:00,1348,1262.37,1362.874
2023-08-24 08:00:00,1446,1423.67,1493.563
2023-08-24 09:00:00,1497,1506.27,1503.315
2023-08-24 10:00:00,1496,1531.67,1421.633
2023-08-24 11:00:00,1485,1539.77,1465.577
2023-08-24 12:00:00,1476,1638.67,1436.998
2023-08-24 13:00:00,1467,1647.37,1452.984
2023-08-24 14:00:00,1474,1700.07,1504.527
2023-08-24 15:00:00,1432,1558.77,1470.454
2023-08-24 16:00:00,1421,1496.17,1467.193
2023-08-24 17:00:00,1393,1434.37,1424.253
2023-08-24 18:00:00,1382,1408.87,1380.252
2023-08-24 19:00:00,1377,1368.67,1389.467
2023-08-24 20:00:00,1373,1317.37,1407.454
2023-08-24 21:00:00,1411,1336.37,1421.728
2023-08-24 22:00:00,1308,1231.67,1302.059
2023-08-24 23:00:00,1169,1116.47,1181.11
2023-08-25 00:00:00,1092,1038.17,1106.365
2023-08-25 01:00:00,1021,1016.47,1050.55
2023-08-25 02:00:00,1006,994.77,1025.053
2023-08-25 03:00:00,1004,981.47,1017.667
2023-08-25 04:00:00,1002,971.57,1022.138
2023-08-25 05:00:00,1039,1012.97,1066.846
2023-08-25 06:00:00,1176,1103.67,1195.18
2023-08-25 07:00:00,1343,1302.17,1309.815
2023-08-25 08:00:00,1437,1482.47,1431.06
2023-08-25 09:00:00,1496,1538.97,1459.295
2023-08-25 10:00:00,1479,1568.97,1433.07
2023-08-25 11:00:00,1467,1545.77,1462.445
2023-08-25 12:00:00,1481,1633.77,1427.014
2023-08-25 13:00:00,1479,1613.57,1482.384
2023-08-25 14:00:00,1458,1571.77,1499.629
2023-08-25 15:00:00,1441,1429.87,1468.282
2023-08-25 16:00:00,1399,1392.07,1445.457
2023-08-25 17:00:00,1375,1374.37,1426.53
2023-08-25 18:00:00,1373,1380.07,1409.64
2023-08-25 19:00:00,1369,1332.57,1420.672
2023-08-25 20:00:00,1371,1302.37,1443.861
2023-08-25 21:00:00,1349,1315.67,1380.403
2023-08-25 22:00:00,1251,1213.17,1271.821
2023-08-25 23:00:00,1171,1118.17,1167.448
2023-08-26 00:00:00,1086,1038.67,1095.509
2023-08-26 01:00:00,1017,963.97,1028.409
2023-08-26 02:00:00,984,939.77,996.147
2023-08-26 03:00:00,978,894.37,977.11
2023-08-26 04:00:00,979,896.67,968.733
2023-08-26 05:00:00,981,923.57,976.974
2023-08-26 06:00:00,1009,949.97,1052.649
2023-08-26 07:00:00,1080,1079.27,1124.95
2023-08-26 08:00:00,1198,1226.87,1187.643
2023-08-26 09:00:00,1259,1308.97,1246.94
2023-08-26 10:00:00,1257,1370.67,1265.732
2023-08-26 11:00:00,1270,1384.57,1306.17
2023-08-26 12:00:00,1292,1546.77,1291.036
2023-08-26 13:00:00,1305,1521.77,1234.88
2023-08-26 14:00:00,1271,1472.57,1207.326
2023-08-26 15:00:00,1282,1400.07,1219.857
2023-08-26 16:00:00,1275,1349.77,1249.289
2023-08-26 17:00:00,1284,1292.67,1286.483
2023-08-26 18:00:00,1244,1307.67,1308.579
2023-08-26 19:00:00,1240,1249.37,1303.149
2023-08-26 20:00:00,1264,1195.77,1304.469
2023-08-26 21:00:00,1260,1228.97,1291.928
2023-08-26 22:00:00,1203,1158.87,1201.934
2023-08-26 23:00:00,1113,1086.37,1116.212
2023-08-27 00:00:00,1049,1025.37,1046.967
2023-08-27 01:00:00,995,968.07,998.309
2023-08-27 02:00:00,955,937.67,974.315
2023-08-27 03:00:00,955,919.57,955.674
2023-08-27 04:00:00,956,907.37,946.673
2023-08-27 05:00:00,947,917.77,960.259
2023-08-27 06:00:00,952,924.87,990.568
2023-08-27 07:00:00,1059,1000.57,1024.2
2023-08-27 08:00:00,1167,1134.07,1097.679
2023-08-27 09:00:00,1218,1262.27,1179.197
2023-08-27 10:00:00,1225,1337.27,1220.125
2023-08-27 11:00:00,1239,1380.77,1237.135
2023-08-27 12:00:00,1241,1562.37,1216.025
2023-08-27 13:00:00,1233,1554.07,1217.783
2023-08-27 14:00:00,1215,1565.07,1229.217
2023-08-27 15:00:00,1246,1414.37,1205.296
2023-08-27 16:00:00,1264,1339.27,1244.044
2023-08-27 17:00:00,1231,1300.67,1259.152
2023-08-27 18:00:00,1245,1304.97,1281.581
2023-08-27 19:00:00,1246,1291.97,1298.234
2023-08-27 20:00:00,1285,1288.87,1327.709
2023-08-27 21:00:00,1265,1279.77,1319.58
2023-08-27 22:00:00,1192,1190.27,1209.672
2023-08-27 23:00:00,1117,1094.67,1101.599
2023-08-28 00:00:00,1033,1010.17,1034.039
2023-08-28 01:00:00,976,970.17,991.95
2023-08-28 02:00:00,954,929.07,961.858
2023-08-28 03:00:00,953,916.67,954.672
2023-08-28 04:00:00,958,930.57,958.418
2023-08-28 05:00:00,989,978.97,1020.402
2023-08-28 06:00:00,1163,1107.77,1187.324
2023-08-28 07:00:00,1331,1259.97,1341.851
2023-08-28 08:00:00,1427,1396.37,1472.344
2023-08-28 09:00:00,1498,1415.07,1541.239
2023-08-28 10:00:00,1498,1478.87,1649.451
2023-08-28 11:00:00,1505,1629.07,1578.923
2023-08-28 12:00:00,1481,1746.17,1469.349
2023-08-28 13:00:00,1472,1745.27,1473.373
2023-08-28 14:00:00,1466,1672.47,1447.902
2023-08-28 15:00:00,1439,1584.97,1423.731
2023-08-28 16:00:00,1411,1520.97,1444.099
2023-08-28 17:00:00,1399,1456.37,1450.611
2023-08-28 18:00:00,1389,1408.07,1452.339
2023-08-28 19:00:00,1389,1354.17,1454.546
2023-08-28 20:00:00,1394,1386.17,1454.681
2023-08-28 21:00:00,1409,1386.57,1437.586
2023-08-28 22:00:00,1283,1244.07,1299.273
2023-08-28 23:00:00,1155,1144.77,1172.326
2023-08-29 00:00:00,1076,1092.77,1096.822
2023-08-29 01:00:00,1025,1013.87,1049.046
2023-08-29 02:00:00,998,992.17,1021.773
2023-08-29 03:00:00,994,971.17,1006.794
2023-08-29 04:00:00,993,982.87,1008.668
2023-08-29 05:00:00,1036,1026.17,1056.546
2023-08-29 06:00:00,1180,1159.47,1192.151
2023-08-29 07:00:00,1335,1320.17,1342.389
2023-08-29 08:00:00,1424,1509.77,1476.127
2023-08-29 09:00:00,1488,1547.47,1546.107
2023-08-29 10:00:00,1498,1531.27,1574.839
2023-08-29 11:00:00,1488,1543.27,1592.486
2023-08-29 12:00:00,1474,1702.17,1556.375
2023-08-29 13:00:00,1448,1743.27,1495.562
2023-08-29 14:00:00,1439,1675.37,1402.069
2023-08-29 15:00:00,1425,1551.27,1422.965
2023-08-29 16:00:00,1416,1524.47,1426.978
2023-08-29 17:00:00,1383,1506.57,1454.931
2023-08-29 18:00:00,1379,1460.97,1478.984
2023-08-29 19:00:00,1385,1383.57,1469.867
2023-08-29 20:00:00,1393,1385.87,1486.394
2023-08-29 21:00:00,1403,1364.57,1417.254
2023-08-29 22:00:00,1282,1242.67,1290.758
2023-08-29 23:00:00,1170,1109.77,1164.802
2023-08-30 00:00:00,1095,1035.77,1090.691
2023-08-30 01:00:00,1044,1050.37,1048.874
2023-08-30 02:00:00,1005,1004.77,1029.082
2023-08-30 03:00:00,1009,987.47,1018.707
2023-08-30 04:00:00,1015,979.07,1025.085
2023-08-30 05:00:00,1026,1027.57,1080.656
2023-08-30 06:00:00,1173,1160.77,1228.229
2023-08-30 07:00:00,1334,1361.97,1342.349
2023-08-30 08:00:00,1433,1546.47,1465.386
2023-08-30 09:00:00,1476,1583.17,1505.388
2023-08-30 10:00:00,1496,1627.77,1496.997
2023-08-30 11:00:00,1508,1667.27,1687.36
2023-08-30 12:00:00,1504,1717.17,1668.282
2023-08-30 13:00:00,1549,1715.47,1549.12
2023-08-30 14:00:00,1499,1689.47,1501.123
2023-08-30 15:00:00,1445,1670.1,1500.846
2023-08-30 16:00:00,1405,1589.6,1487.416
2023-08-30 17:00:00,1392,1551.1,1517.307
2023-08-30 18:00:00,1401,1461.9,1512.047
2023-08-30 19:00:00,1387,1460.1,1500.941
2023-08-30 20:00:00,1414,1421.37,1499.538
2023-08-30 21:00:00,1416,1424.17,1422.15
2023-08-30 22:00:00,1277,1286.57,1273.766
2023-08-30 23:00:00,1169,1167.07,1160.925
2023-08-31 00:00:00,1086,1105.57,1086.032
2023-08-31 01:00:00,1037,1047.07,1029.66
2023-08-31 02:00:00,1010,994.67,1007.326
2023-08-31 03:00:00,1007,988.27,988.923
2023-08-31 04:00:00,1009,989.77,995.082
2023-08-31 05:00:00,1047,1032.67,1049.069
2023-08-31 06:00:00,1180,1171.17,1205.284
2023-08-31 07:00:00,1350,1319.07,1365.66
2023-08-31 08:00:00,1438,1511.77,1480.068
2023-08-31 09:00:00,1496,1560.07,1534.342
2023-08-31 10:00:00,1494,1574.27,1539.99
2023-08-31 11:00:00,1490,1592.87,1543.21
2023-08-31 12:00:00,1488,1679.17,1526.325
2023-08-31 13:00:00,1462,1700.17,1562.564
2023-08-31 14:00:00,1451,1652.27,1562.869
2023-08-31 15:00:00,1428,1476.57,1525.047
2023-08-31 16:00:00,1412,1453.97,1474.725
2023-08-31 17:00:00,1387,1403.17,1453.564
2023-08-31 18:00:00,1387,1430.67,1431.39
2023-08-31 19:00:00,1377,1363.17,1429.985
2023-08-31 20:00:00,1391,1384.87,1462.06
2023-08-31 21:00:00,1392,1369.07,1411.456
2023-08-31 22:00:00,1258,1216.47,1271.283
2023-08-31 23:00:00,1148,1086.17,1149.85
2023-09-01 00:00:00,1077,1019.47,1064.123
2023-09-01 01:00:00,1028,990.97,1016.266
2023-09-01 02:00:00,1002,950.67,990.034
2023-09-01 03:00:00,1001,943.27,982.546
2023-09-01 04:00:00,1002,959.17,977.214
2023-09-01 05:00:00,1042,1023.27,1031.043
2023-09-01 06:00:00,1184,1142.47,1203.989
2023-09-01 07:00:00,1348,1345.17,1351.629
2023-09-01 08:00:00,1426,1537.17,1460.725
2023-09-01 09:00:00,1479,1569.77,1426.815
2023-09-01 10:00:00,1475,1595.47,1328.887
2023-09-01 11:00:00,1460,1606.27,1337.071
2023-09-01 12:00:00,1435,1671.77,1346.219
2023-09-01 13:00:00,1427,1678.87,1354.653
2023-09-01 14:00:00,1406,1650.07,1359.864
2023-09-01 15:00:00,1375,1520.57,1382.063
2023-09-01 16:00:00,1346,1468.47,1356.502
2023-09-01 17:00:00,1327,1424.97,1369.792
2023-09-01 18:00:00,1312,1395.47,1367.135
2023-09-01 19:00:00,1341,1324.67,1371.016
2023-09-01 20:00:00,1350,1334.67,1393.764
2023-09-01 21:00:00,1320,1302.47,1304.631
2023-09-01 22:00:00,1225,1180.77,1181.59
2023-09-01 23:00:00,1148,1065.47,1093.129
2023-09-02 00:00:00,1070,993.77,1027.059
2023-09-02 01:00:00,1014,957.67,983.496
2023-09-02 02:00:00,980,938.77,957.31
2023-09-02 03:00:00,970,936.17,937.563
2023-09-02 04:00:00,966,940.47,945.078
2023-09-02 05:00:00,977,943.57,960.764
2023-09-02 06:00:00,1005,968.87,1027.848
2023-09-02 07:00:00,1084,1081.17,1079.896
2023-09-02 08:00:00,1197,1226.57,1161.265
2023-09-02 09:00:00,1243,1293.57,1193.167
2023-09-02 10:00:00,1245,1343.87,1176.434
2023-09-02 11:00:00,1236,1378.37,1201.274
2023-09-02 12:00:00,1239,1461.87,1196.077
2023-09-02 13:00:00,1234,1497.97,1146.19
2023-09-02 14:00:00,1233,1419.17,1152.306
2023-09-02 15:00:00,1234,1322.87,1112.825
2023-09-02 16:00:00,1215,1285.27,1167.321
2023-09-02 17:00:00,1207,1254.07,1217.477
2023-09-02 18:00:00,1214,1286.17,1235.292
2023-09-02 19:00:00,1212,1237.87,1247.487
2023-09-02 20:00:00,1246,1260.77,1257.467
2023-09-02 21:00:00,1234,1251.97,1212.16
2023-09-02 22:00:00,1166,1118.67,1116.049
2023-09-02 23:00:00,1083,1028.17,1028.034
2023-09-03 00:00:00,1039,971.07,970.666
2023-09-03 01:00:00,986,929.27,929.898
2023-09-03 02:00:00,947,897.47,902.729
2023-09-03 03:00:00,939,897.07,885.196
2023-09-03 04:00:00,940,901.27,880.688
2023-09-03 05:00:00,948,921.47,903.097
2023-09-03 06:00:00,963,950.17,969.9
2023-09-03 07:00:00,1045,1027.77,990.385
2023-09-03 08:00:00,1156,1158.77,1073.01
2023-09-03 09:00:00,1206,1271.07,1130.988
2023-09-03 10:00:00,1225,1366.17,1144.335
2023-09-03 11:00:00,1225,1403.77,1136.89
2023-09-03 12:00:00,1225,1448.87,1128.358
2023-09-03 13:00:00,1215,1445.07,1124.896
2023-09-03 14:00:00,1202,1440.27,1081.702
2023-09-03 15:00:00,1199,1361.97,1123.32
2023-09-03 16:00:00,1224,1331.87,1183.606
2023-09-03 17:00:00,1236,1323.27,1195.736
2023-09-03 18:00:00,1231,1312.77,1250.342
2023-09-03 19:00:00,1223,1255.07,1270.168
2023-09-03 20:00:00,1280,1322.47,1320.121
2023-09-03 21:00:00,1265,1317.57,1270.357
2023-09-03 22:00:00,1184,1166.97,1134.062
2023-09-03 23:00:00,1096,1037.67,1026.682
2023-09-04 00:00:00,1035,968.47,961.036
2023-09-04 01:00:00,979,947.97,911.737
2023-09-04 02:00:00,955,933.57,893.027
2023-09-04 03:00:00,948,926.57,888.01
2023-09-04 04:00:00,950,927.77,902.589
2023-09-04 05:00:00,983,998.07,972.161
2023-09-04 06:00:00,1151,1160.77,1187.446
2023-09-04 07:00:00,1299,1333.57,1324.167
2023-09-04 08:00:00,1392,1485.87,1440.539
2023-09-04 09:00:00,1442,1565.87,1440.892
2023-09-04 10:00:00,1450,1610.17,1392.592
2023-09-04 11:00:00,1461,1632.47,1375.448
2023-09-04 12:00:00,1435,1632.87,1371.692
2023-09-04 13:00:00,1429,1620.37,1374.319
2023-09-04 14:00:00,1417,1620.87,1390.18
2023-09-04 15:00:00,1406,1570.77,1371.839
2023-09-04 16:00:00,1384,1490.87,1344.925
2023-09-04 17:00:00,1340,1415.17,1362.232
2023-09-04 18:00:00,1340,1394.67,1392.335
2023-09-04 19:00:00,1350,1321.07,1396.54
2023-09-04 20:00:00,1396,1398.77,1420.68
2023-09-04 21:00:00,1378,1347.87,1366.941
2023-09-04 22:00:00,1245,1215.37,1208.892
2023-09-04 23:00:00,1129,1097.77,1082.045
2023-09-05 00:00:00,1053,1023.67,1005.708
2023-09-05 01:00:00,1006,902.97,963.475
2023-09-05 02:00:00,982,887.87,942.058
2023-09-05 03:00:00,979,883.17,936.835
2023-09-05 04:00:00,983,899.77,950.883
2023-09-05 05:00:00,1028,953.17,1007.384
2023-09-05 06:00:00,1179,1111.07,1218.64
2023-09-05 07:00:00,1330,1224.77,1367.538
2023-09-05 08:00:00,1419,1366.67,1475.151
2023-09-05 09:00:00,1469,1440.77,1474.308
2023-09-05 10:00:00,1462,1481.07,1422.186
2023-09-05 11:00:00,1450,1478.37,1416
2023-09-05 12:00:00,1438,1518.07,1373.984
2023-09-05 13:00:00,1458,1547.47,1362.224
2023-09-05 14:00:00,1479,1473.97,1357.908
2023-09-05 15:00:00,1452,1402.97,1400.48
2023-09-05 16:00:00,1426,1385.97,1391.483
2023-09-05 17:00:00,1402,1372.17,1405.879
2023-09-05 18:00:00,1381,1318.17,1378.133
2023-09-05 19:00:00,1361,1238.17,1377.03
2023-09-05 20:00:00,1413,1277.47,1437.818
2023-09-05 21:00:00,1398,1236.97,1386.305
2023-09-05 22:00:00,1280,1114.37,1222.433
2023-09-05 23:00:00,1158,997.07,1090.651
2023-09-06 00:00:00,1075,912.27,1017.513
2023-09-06 01:00:00,1028,903.77,966.911
2023-09-06 02:00:00,989,883.47,948.924
2023-09-06 03:00:00,987,879.07,937.364
2023-09-06 04:00:00,987,882.47,950.012
2023-09-06 05:00:00,1038,935.27,1005.339
2023-09-06 06:00:00,1180,1100.27,1218.541
2023-09-06 07:00:00,1339,1267.97,1351.157
2023-09-06 08:00:00,1417,1416.17,1452.579
2023-09-06 09:00:00,1474,1480.77,1465.059
2023-09-06 10:00:00,1465,1493.77,1440.582
2023-09-06 11:00:00,1474,1478.17,1401.318
2023-09-06 12:00:00,1470,1525.37,1391.637
2023-09-06 13:00:00,1472,1603.07,1409.629
2023-09-06 14:00:00,1452,1611.37,1392.763
2023-09-06 15:00:00,1435,1531.27,1404.859
2023-09-06 16:00:00,1432,1474.17,1401.262
2023-09-06 17:00:00,1406,1428.57,1403.604
2023-09-06 18:00:00,1389,1383.07,1433.119
2023-09-06 19:00:00,1378,1296.77,1450.467
2023-09-06 20:00:00,1426,1371.37,1450.278
2023-09-06 21:00:00,1399,1324.07,1383.069
2023-09-06 22:00:00,1270,1181.77,1225.459
2023-09-06 23:00:00,1154,1077.97,1095.872
2023-09-07 00:00:00,1077,998.37,1020.328
2023-09-07 01:00:00,1027,934.37,987.243
2023-09-07 02:00:00,1002,916.27,966.17
2023-09-07 03:00:00,990,916.37,966.151
2023-09-07 04:00:00,988,932.87,976.712
2023-09-07 05:00:00,1035,989.57,1035.86
2023-09-07 06:00:00,1200,1145.07,1240.658
2023-09-07 07:00:00,1334,1328.17,1423.922
2023-09-07 08:00:00,1419,1482.67,1464.526
2023-09-07 09:00:00,1461,1561.77,1460.194
2023-09-07 10:00:00,1455,1584.17,1409.67
2023-09-07 11:00:00,1458,1581.97,1353.281
2023-09-07 12:00:00,1451,1589.67,1324.95
2023-09-07 13:00:00,1438,1582.17,1365.581
2023-09-07 14:00:00,1420,1580.97,1358.816
2023-09-07 15:00:00,1416,1524.77,1375.603
2023-09-07 16:00:00,1396,1458.77,1376.544
2023-09-07 17:00:00,1390,1420.37,1363.885
2023-09-07 18:00:00,1395,1391.07,1374.064
2023-09-07 19:00:00,1383,1312.97,1415.804
2023-09-07 20:00:00,1413,1375.57,1456.384
2023-09-07 21:00:00,1383,1326.57,1395.043
2023-09-07 22:00:00,1258,1179.67,1246.939
2023-09-07 23:00:00,1137,1065.37,1115.748
2023-09-08 00:00:00,1060,982.97,1037.456
2023-09-08 01:00:00,1011,944.37,991.89
2023-09-08 02:00:00,981,904.07,962.244
2023-09-08 03:00:00,972,884.97,952.04
2023-09-08 04:00:00,976,890.87,963.444
2023-09-08 05:00:00,1019,935.77,1025.687
2023-09-08 06:00:00,1174,1075.77,1240.503
2023-09-08 07:00:00,1316,1229.97,1396.555
2023-09-08 08:00:00,1422,1381.57,1452.846
2023-09-08 09:00:00,1455,1406.67,1469.949
2023-09-08 10:00:00,1444,1441.77,1394.052
2023-09-08 11:00:00,1440,1495.87,1344.565
2023-09-08 12:00:00,1428,1551.77,1316.079
2023-09-08 13:00:00,1424,1588.07,1321.629
2023-09-08 14:00:00,1436,1481.97,1324.753
2023-09-08 15:00:00,1423,1385.37,1339.523
2023-09-08 16:00:00,1383,1383.37,1348.319
2023-09-08 17:00:00,1373,1341.07,1392.549
2023-09-08 18:00:00,1365,1303.77,1419.097
2023-09-08 19:00:00,1357,1268.27,1398.499
2023-09-08 20:00:00,1379,1314.57,1427.034
2023-09-08 21:00:00,1329,1253.87,1351.74
2023-09-08 22:00:00,1233,1130.97,1224.554
2023-09-08 23:00:00,1136,1045.47,1116.911
2023-09-09 00:00:00,1057,991.37,1043.554
2023-09-09 01:00:00,999,961.27,994.762
2023-09-09 02:00:00,966,947.27,966.544
2023-09-09 03:00:00,953,934.27,954.42
2023-09-09 04:00:00,952,923.67,953.374
2023-09-09 05:00:00,973,941.47,975.778
2023-09-09 06:00:00,1010,981.67,1029.829
2023-09-09 07:00:00,1081,1022.97,1098.632
2023-09-09 08:00:00,1188,1144.27,1179.505
2023-09-09 09:00:00,1247,1247.97,1207.899
2023-09-09 10:00:00,1256,1303.67,1203.798
2023-09-09 11:00:00,1262,1304.97,1186.383
2023-09-09 12:00:00,1251,1283.57,1153.025
2023-09-09 13:00:00,1234,1270.07,1170.861
2023-09-09 14:00:00,1217,1238.87,1162.125
2023-09-09 15:00:00,1220,1227.47,1177.505
2023-09-09 16:00:00,1234,1234.57,1221.74
2023-09-09 17:00:00,1247,1243.37,1259.637
2023-09-09 18:00:00,1242,1236.37,1275.244
2023-09-09 19:00:00,1248,1196.27,1272
2023-09-09 20:00:00,1274,1240.87,1306.527
2023-09-09 21:00:00,1249,1183.97,1244.539
2023-09-09 22:00:00,1172,1077.17,1138.407
2023-09-09 23:00:00,1084,982.37,1040.176
2023-09-10 00:00:00,1018,910.07,971.679
2023-09-10 01:00:00,966,860.17,931.566
2023-09-10 02:00:00,935,837.77,907.993
2023-09-10 03:00:00,925,810.97,890.799
2023-09-10 04:00:00,923,815.97,882.09
2023-09-10 05:00:00,942,822.17,904.443
2023-09-10 06:00:00,969,848.87,956.729
2023-09-10 07:00:00,1027,891.07,1002.75
2023-09-10 08:00:00,1132,1017.17,1093.58
2023-09-10 09:00:00,1192,1113.77,1167.307
2023-09-10 10:00:00,1215,1143.17,1185.304
2023-09-10 11:00:00,1210,1207.77,1164.212
2023-09-10 12:00:00,1190,1271.77,1136.134
2023-09-10 13:00:00,1189,1238.57,1125.015
2023-09-10 14:00:00,1181,1235.97,1113.479
2023-09-10 15:00:00,1189,1096.87,1147.589
2023-09-10 16:00:00,1234,1130.67,1213.601
2023-09-10 17:00:00,1247,1145.27,1268.599
2023-09-10 18:00:00,1242,1187.47,1298.891
2023-09-10 19:00:00,1248,1182.77,1327.275
2023-09-10 20:00:00,1274,1241.57,1379.448
2023-09-10 21:00:00,1249,1190.47,1299.257
2023-09-10 22:00:00,1172,1076.27,1158.53
2023-09-10 23:00:00,1084,974.47,1043.11
2023-09-11 00:00:00,1018,913.67,974.875
2023-09-11 01:00:00,966,859.77,930.139
2023-09-11 02:00:00,935,835.57,913.089
2023-09-11 03:00:00,925,829.87,906.413
2023-09-11 04:00:00,923,845.67,923.982
2023-09-11 05:00:00,942,926.67,993.993
2023-09-11 06:00:00,969,1099.27,1224.888
2023-09-11 07:00:00,1027,1223.37,1367.821
2023-09-11 08:00:00,1132,1261.37,1481.933
2023-09-11 09:00:00,1192,1487.17,1508.268
2023-09-11 10:00:00,1460,1482.57,1445.264
2023-09-11 11:00:00,1456,1495.27,1412.396
2023-09-11 12:00:00,1457,1527.07,1391.548
2023-09-11 13:00:00,1452,1557.27,1403.127
2023-09-11 14:00:00,1445,1520.37,1416.168
2023-09-11 15:00:00,1445,1463.87,1448.005
2023-09-11 16:00:00,1434,1397.97,1456.169
2023-09-11 17:00:00,1434,1359.87,1474.262
2023-09-11 18:00:00,1436,1366.57,1478.628
2023-09-11 19:00:00,1446,1302.67,1476.478
2023-09-11 20:00:00,1450,1342.77,1528.961
2023-09-11 21:00:00,1401,1265.37,1436.488
2023-09-11 22:00:00,1285,1141.77,1261.889
2023-09-11 23:00:00,1167,1038.47,1137.964
2023-09-12 00:00:00,1110,980.87,1046.5
2023-09-12 01:00:00,1044,939.97,1002.19
2023-09-12 02:00:00,998,908.87,985.714
2023-09-12 03:00:00,990,898.47,979.795
2023-09-12 04:00:00,988,918.37,985.575
2023-09-12 05:00:00,1034,968.77,1047.244
2023-09-12 06:00:00,1194,1146.87,1247.78
2023-09-12 07:00:00,1346,1291.07,1389.464
2023-09-12 08:00:00,1445,1460.37,1500.741
2023-09-12 09:00:00,1493,1495.17,1514.917
2023-09-12 10:00:00,1499,1484.97,1469.508
2023-09-12 11:00:00,1515,1484.47,1441.531
2023-09-12 12:00:00,1509,1523.37,1433.767
2023-09-12 13:00:00,1504,1499.27,1443.102
2023-09-12 14:00:00,1491,1462.07,1445.758
2023-09-12 15:00:00,1466,1429.07,1459.379
2023-09-12 16:00:00,1446,1419.37,1432.657
2023-09-12 17:00:00,1455,1397.37,1486.949
2023-09-12 18:00:00,1432,1413.67,1495.308
2023-09-12 19:00:00,1440,1364.17,1488.558
2023-09-12 20:00:00,1437,1382.57,1563.54
2023-09-12 21:00:00,1410,1339.97,1448.507
2023-09-12 22:00:00,1301,1184.87,1275.808
2023-09-12 23:00:00,1183,1058.87,1153.615
2023-09-13 00:00:00,1117,977.07,1063.897
2023-09-13 01:00:00,1037,939.77,1028.186
2023-09-13 02:00:00,995,910.37,1002.931
2023-09-13 03:00:00,992,900.37,993.92
2023-09-13 04:00:00,994,911.97,1006.853
2023-09-13 05:00:00,1046,975.07,1070.773
2023-09-13 06:00:00,1207,1152.57,1285.344
2023-09-13 07:00:00,1351,1291.87,1445.714
2023-09-13 08:00:00,1455,1468.87,1527.863
2023-09-13 09:00:00,1502,1483.57,1541.239
2023-09-13 10:00:00,1510,1512.37,1498.531
2023-09-13 11:00:00,1537,1536.97,1468.681
2023-09-13 12:00:00,1533,1567.97,1450.378
2023-09-13 13:00:00,1524,1603.17,1483.438
2023-09-13 14:00:00,1502,1558.27,1487.025
2023-09-13 15:00:00,1475,1490.17,1498.069
2023-09-13 16:00:00,1448,1446.67,1509.497
2023-09-13 17:00:00,1474,1426.37,1497.092
2023-09-13 18:00:00,1463,1437.47,1507.67
2023-09-13 19:00:00,1455,1380.57,1494.635
2023-09-13 20:00:00,1473,1436.77,1534.25
2023-09-13 21:00:00,1423,1331.07,1419.446
2023-09-13 22:00:00,1306,1194.07,1251.96
2023-09-13 23:00:00,1180,1041.17,1107.675
2023-09-14 00:00:00,1109,954.47,1056.201
2023-09-14 01:00:00,1038,943.57,1031.254
2023-09-14 02:00:00,993,916.47,1009.275
2023-09-14 03:00:00,984,913.67,998.481
